0,0
1,4
8,32
262144,1048576
2097152,8388608
2,256
16,2048
524288,67108864
4194304,536870912
3,260
24,2080
786432,68157440
6291456,545259520
4,16384
32,131072
1048576,4294967296
8388608,34359738368
5,16388
40,131104
1310720,4296015872
10485760,34368126976
6,16640
48,133120
1572864,4362076160
12582912,34896609280
7,16644
56,133152
1835008,4363124736
14680064,34904997888
64,2
512,16
16777216,524288
134217728,4194304
65,6
520,48
17039360,1572864
136314880,12582912
66,258
528,2064
17301504,67633152
138412032,541065216
67,262
536,2096
17563648,68681728
140509184,549453824
68,16386
544,131088
17825792,4295491584
142606336,34363932672
69,16390
552,131120
18087936,4296540160
144703488,34372321280
70,16642
560,133136
18350080,4362600448
146800640,34900803584
71,16646
568,133168
18612224,4363649024
148897792,34909192192
128,128
1024,1024
33554432,33554432
268435456,268435456
129,132
1032,1056
33816576,34603008
270532608,276824064
130,384
1040,3072
34078720,100663296
272629760,805306368
131,388
1048,3104
34340864,101711872
274726912,813694976
132,16512
1056,132096
34603008,4328521728
276824064,34628173824
133,16516
1064,132128
34865152,4329570304
278921216,34636562432
134,16768
1072,134144
35127296,4395630592
281018368,35165044736
135,16772
1080,134176
35389440,4396679168
283115520,35173433344
192,130
1536,1040
50331648,34078720
402653184,272629760
193,134
1544,1072
50593792,35127296
404750336,281018368
194,386
1552,3088
50855936,101187584
406847488,809500672
195,390
1560,3120
51118080,102236160
408944640,817889280
196,16514
1568,132112
51380224,4329046016
411041792,34632368128
197,16518
1576,132144
51642368,4330094592
413138944,34640756736
198,16770
1584,134160
51904512,4396154880
415236096,35169239040
199,16774
1592,134192
52166656,4397203456
417333248,35177627648
256,8192
2048,65536
67108864,2147483648
536870912,17179869184
257,8196
2056,65568
67371008,2148532224
538968064,17188257792
258,8448
2064,67584
67633152,2214592512
541065216,17716740096
259,8452
2072,67616
67895296,2215641088
543162368,17725128704
260,24576
2080,196608
68157440,6442450944
545259520,51539607552
261,24580
2088,196640
68419584,6443499520
547356672,51547996160
262,24832
2096,198656
68681728,6509559808
549453824,52076478464
263,24836
2104,198688
68943872,6510608384
551550976,52084867072
320,8194
2560,65552
83886080,2148007936
671088640,17184063488
321,8198
2568,65584
84148224,2149056512
673185792,17192452096
322,8450
2576,67600
84410368,2215116800
675282944,17720934400
323,8454
2584,67632
84672512,2216165376
677380096,17729323008
324,24578
2592,196624
84934656,6442975232
679477248,51543801856
325,24582
2600,196656
85196800,6444023808
681574400,51552190464
326,24834
2608,198672
85458944,6510084096
683671552,52080672768
327,24838
2616,198704
85721088,6511132672
685768704,52089061376
384,8320
3072,66560
100663296,2181038080
805306368,17448304640
385,8324
3080,66592
100925440,2182086656
807403520,17456693248
386,8576
3088,68608
101187584,2248146944
809500672,17985175552
387,8580
3096,68640
101449728,2249195520
811597824,17993564160
388,24704
3104,197632
101711872,6476005376
813694976,51808043008
389,24708
3112,197664
101974016,6477053952
815792128,51816431616
390,24960
3120,199680
102236160,6543114240
817889280,52344913920
391,24964
3128,199712
102498304,6544162816
819986432,52353302528
448,8322
3584,66576
117440512,2181562368
939524096,17452498944
449,8326
3592,66608
117702656,2182610944
941621248,17460887552
450,8578
3600,68624
117964800,2248671232
943718400,17989369856
451,8582
3608,68656
118226944,2249719808
945815552,17997758464
452,24706
3616,197648
118489088,6476529664
947912704,51812237312
453,24710
3624,197680
118751232,6477578240
950009856,51820625920
454,24962
3632,199696
119013376,6543638528
952107008,52349108224
455,24966
3640,199728
119275520,6544687104
954204160,52357496832
4096,1
32768,8
1073741824,262144
8589934592,2097152
4097,5
32776,40
1074003968,1310720
8592031744,10485760
4098,257
32784,2056
1074266112,67371008
8594128896,538968064
4099,261
32792,2088
1074528256,68419584
8596226048,547356672
4100,16385
32800,131080
1074790400,4295229440
8598323200,34361835520
4101,16389
32808,131112
1075052544,4296278016
8600420352,34370224128
4102,16641
32816,133128
1075314688,4362338304
8602517504,34898706432
4103,16645
32824,133160
1075576832,4363386880
8604614656,34907095040
4160,3
33280,24
1090519040,786432
8724152320,6291456
4161,7
33288,56
1090781184,1835008
8726249472,14680064
4162,259
33296,2072
1091043328,67895296
8728346624,543162368
4163,263
33304,2104
1091305472,68943872
8730443776,551550976
4164,16387
33312,131096
1091567616,4295753728
8732540928,34366029824
4165,16391
33320,131128
1091829760,4296802304
8734638080,34374418432
4166,16643
33328,133144
1092091904,4362862592
8736735232,34902900736
4167,16647
33336,133176
1092354048,4363911168
8738832384,34911289344
4224,129
33792,1032
1107296256,33816576
8858370048,270532608
4225,133
33800,1064
1107558400,34865152
8860467200,278921216
4226,385
33808,3080
1107820544,100925440
8862564352,807403520
4227,389
33816,3112
1108082688,101974016
8864661504,815792128
4228,16513
33824,132104
1108344832,4328783872
8866758656,34630270976
4229,16517
33832,132136
1108606976,4329832448
8868855808,34638659584
4230,16769
