0,0
1,4096
8,32768
262144,1073741824
2097152,8589934592
2,64
16,512
524288,16777216
4194304,134217728
3,4160
24,33280
786432,1090519040
6291456,8724152320
4,1
32,8
1048576,262144
8388608,2097152
5,4097
40,32776
1310720,1074003968
10485760,8592031744
6,65
48,520
1572864,17039360
12582912,136314880
7,4161
56,33288
1835008,1090781184
14680064,8726249472
64,8192
512,65536
16777216,2147483648
134217728,17179869184
65,12288
520,98304
17039360,3221225472
136314880,25769803776
66,8256
528,66048
17301504,2164260864
138412032,17314086912
67,12352
536,98816
17563648,3238002688
140509184,25904021504
68,8193
544,65544
17825792,2147745792
142606336,17181966336
69,12289
552,98312
18087936,3221487616
144703488,25771900928
70,8257
560,66056
18350080,2164523008
146800640,17316184064
71,12353
568,98824
18612224,3238264832
148897792,25906118656
128,128
1024,1024
33554432,33554432
268435456,268435456
129,4224
1032,33792
33816576,1107296256
270532608,8858370048
130,192
1040,1536
34078720,50331648
272629760,402653184
131,4288
1048,34304
34340864,1124073472
274726912,8992587776
132,129
1056,1032
34603008,33816576
276824064,270532608
133,4225
1064,33800
34865152,1107558400
278921216,8860467200
134,193
1072,1544
35127296,50593792
281018368,404750336
135,4289
1080,34312
35389440,1124335616
283115520,8994684928
192,8320
1536,66560
50331648,2181038080
402653184,17448304640
193,12416
1544,99328
50593792,3254779904
404750336,26038239232
194,8384
1552,67072
50855936,2197815296
406847488,17582522368
195,12480
1560,99840
51118080,3271557120
408944640,26172456960
196,8321
1568,66568
51380224,2181300224
411041792,17450401792
197,12417
1576,99336
51642368,3255042048
413138944,26040336384
198,8385
1584,67080
51904512,2198077440
415236096,17584619520
199,12481
1592,99848
52166656,3271819264
417333248,26174554112
256,2
2048,16
67108864,524288
536870912,4194304
257,4098
2056,32784
67371008,1074266112
538968064,8594128896
258,66
2064,528
67633152,17301504
541065216,138412032
259,4162
2072,33296
67895296,1091043328
543162368,8728346624
260,3
2080,24
68157440,786432
545259520,6291456
261,4099
2088,32792
68419584,1074528256
547356672,8596226048
262,67
2096,536
68681728,17563648
549453824,140509184
263,4163
2104,33304
68943872,1091305472
551550976,8730443776
320,8194
2560,65552
83886080,2148007936
671088640,17184063488
321,12290
2568,98320
84148224,3221749760
673185792,25773998080
322,8258
2576,66064
84410368,2164785152
675282944,17318281216
323,12354
2584,98832
84672512,3238526976
677380096,25908215808
324,8195
2592,65560
84934656,2148270080
679477248,17186160640
325,12291
2600,98328
85196800,3222011904
681574400,25776095232
326,8259
2608,66072
85458944,2165047296
683671552,17320378368
327,12355
2616,98840
85721088,3238789120
685768704,25910312960
384,130
3072,1040
100663296,34078720
805306368,272629760
385,4226
3080,33808
100925440,1107820544
807403520,8862564352
386,194
3088,1552
101187584,50855936
809500672,406847488
387,4290
3096,34320
101449728,1124597760
811597824,8996782080
388,131
3104,1048
101711872,34340864
813694976,274726912
389,4227
3112,33816
101974016,1108082688
815792128,8864661504
390,195
3120,1560
102236160,51118080
817889280,408944640
391,4291
3128,34328
102498304,1124859904
819986432,8998879232
448,8322
3584,66576
117440512,2181562368
939524096,17452498944
449,12418
3592,99344
117702656,3255304192
941621248,26042433536
450,8386
3600,67088
117964800,2198339584
943718400,17586716672
451,12482
3608,99856
118226944,3272081408
945815552,26176651264
452,8323
3616,66584
118489088,2181824512
947912704,17454596096
453,12419
3624,99352
118751232,3255566336
950009856,26044530688
454,8387
3632,67096
119013376,2198601728
952107008,17588813824
455,12483
3640,99864
119275520,3272343552
954204160,26178748416
4096,16384
32768,131072
1073741824,4294967296
8589934592,34359738368
4097,20480
32776,163840
1074003968,5368709120
8592031744,42949672960
4098,16448
32784,131584
1074266112,4311744512
8594128896,34493956096
4099,20544
32792,164352
1074528256,5385486336
8596226048,43083890688
4100,16385
32800,131080
1074790400,4295229440
8598323200,34361835520
4101,20481
32808,163848
1075052544,5368971264
8600420352,42951770112
4102,16449
32816,131592
1075314688,4312006656
8602517504,34496053248
4103,20545
32824,164360
1075576832,5385748480
8604614656,43085987840
4160,24576
33280,196608
1090519040,6442450944
8724152320,51539607552
4161,28672
33288,229376
1090781184,7516192768
8726249472,60129542144
4162,24640
33296,197120
1091043328,6459228160
8728346624,51673825280
4163,28736
33304,229888
1091305472,7532969984
8730443776,60263759872
4164,24577
33312,196616
1091567616,6442713088
8732540928,51541704704
4165,28673
33320,229384
1091829760,7516454912
8734638080,60131639296
4166,24641
33328,197128
1092091904,6459490304
8736735232,51675922432
4167,28737
33336,229896
1092354048,7533232128
8738832384,60265857024
4224,16512
33792,132096
1107296256,4328521728
8858370048,34628173824
4225,20608
33800,164864
1107558400,5402263552
8860467200,43218108416
4226,16576
33808,132608
1107820544,4345298944
8862564352,34762391552
4227,20672
33816,165376
1108082688,5419040768
8864661504,43352326144
4228,16513
33824,132104
1108344832,4328783872
8866758656,34630270976
4229,20609
33832,164872
1108606976,5402525696
8868855808,43220205568
4230,16577
33840,132616
1108869120,4345561088
8870952960,34764488704
4231,20673
33848,165384
1109131264,5419302912
8873050112,43354423296
4288,24704
34304,197632
1124073472,6476005376
8992587776,51808043008
4289,28800
34312,230400
1124335616,7549747200
8994684928,60397977600
4290,24768
34320,198144
1124597760,6492782592
8996782080,51942260736
4291,28864
34328,230912
1124859904,7566524416
8998879232,60532195328
4292,24705
34336,197640
1125122048,6476267520
9000976384,51810140160
4293,28801
34344,230408
1125384192,7550009344
9003073536,60400074752
4294,24769
34352,198152
1125646336,6493044736
9005170688,51944357888
4295,28865
34360,230920
1125908480,7566786560
9007267840,60534292480
4352,16386
34816,131088
1140850688,4295491584
9126805504,34363932672
4353,20482
34824,163856
1141112832,5369233408
9128902656,42953867264
4354,16450
34832,131600
1141374976,4312268800
9130999808,34498150400
4355,20546
34840,164368
1141637120,5386010624
9133096960,43088084992
4356,16387
34848,131096
1141899264,4295753728
9135194112,34366029824
4357,20483
34856,163864
1142161408,5369495552
9137291264,42955964416
4358,16451
34864,131608
1142423552,4312530944
9139388416,34500247552
4359,20547
34872,164376
1142685696,5386272768
9141485568,43090182144
4416,24578
35328,196624
1157627904,6442975232
9261023232,51543801856
4417,28674
35336,229392
1157890048,7516717056
9263120384,60133736448
4418,24642
35344,197136
1158152192,6459752448
9265217536,51678019584
4419,28738
35352,229904
1158414336,7533494272
9267314688,60267954176
4420,24579
35360,196632
1158676480,6443237376
9269411840,51545899008
4421,28675
35368,229400
1158938624,7516979200
9271508992,60135833600
4422,24643
35376,197144
1159200768,6460014592
9273606144,51680116736
4423,28739
35384,229912
1159462912,7533756416
9275703296,60270051328
4480,16514
35840,132112
1174405120,4329046016
9395240960,34632368128
4481,20610
35848,164880
1174667264,5402787840
9397338112,43222302720
4482,16578
35856,132624
1174929408,4345823232
9399435264,34766585856
4483,20674
35864,165392
1175191552,5419565056
9401532416,43356520448
4484,16515
35872,132120
1175453696,4329308160
9403629568,34634465280
4485,20611
35880,164888
1175715840,5403049984
9405726720,43224399872
4486,16579
35888,132632
1175977984,4346085376
9407823872,34768683008
4487,20675
35896,165400
1176240128,5419827200
9409921024,43358617600
4544,24706
36352,197648
1191182336,6476529664
9529458688,51812237312
4545,28802
36360,230416
1191444480,7550271488
9531555840,60402171904
4546,24770
36368,198160
1191706624,6493306880
9533652992,51946455040
4547,28866
36376,230928
1191968768,7567048704
9535750144,60536389632
4548,24707
36384,197656
1192230912,6476791808
9537847296,51814334464
4549,28803
36392,230424
1192493056,7550533632
9539944448,60404269056
4550,24771
36400,198168
1192755200,6493569024
9542041600,51948552192
4551,28867
36408,230936
1193017344,7567310848
9544138752,60538486784
8192,256
65536,2048
2147483648,67108864
17179869184,536870912
8193,4352
65544,34816
2147745792,1140850688
17181966336,9126805504
8194,320
65552,2560
2148007936,83886080
17184063488,671088640
8195,4416
65560,35328
2148270080,1157627904
17186160640,9261023232
8196,257
65568,2056
2148532224,67371008
17188257792,538968064
8197,4353
65576,34824
2148794368,1141112832
17190354944,9128902656
8198,321
65584,2568
2149056512,84148224
17192452096,673185792
8199,4417
65592,35336
2149318656,1157890048
17194549248,9263120384
8256,8448
66048,67584
2164260864,2214592512
17314086912,17716740096
